graph_id,family,num_nodes,num_edges,method,k,num_physical_qubits,compression_ratio,density,degree_min,degree_max,degree_mean,degree_std,avg_clustering,transitivity,num_components,largest_component_size,component_size_ratio,algebraic_connectivity,optimal_energy,approximation_ratio,gradient_norm_at_opt,success,convergence_iters,duration_seconds,nfeval,pauli_x_count,pauli_y_count,pauli_z_count,pauli_i_count,pauli_total_ops,pauli_x_frac,pauli_y_frac,pauli_z_frac,pauli_avg_non_id_per_var,pauli_max_non_id_per_var,pauli_num_pauli_strings,llm_tags,llm_model,llm_reasoning
bipartite_12_0,bipartite,12,21,baseline_qaoa,,12,1.0,0.318182,1,5,3.5,1.118,0.0,0.0,1,12,1.0,0.325857,-2.4932250565259526,0.577913,0.002795,True,,0.4423,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_0,bipartite,12,21,pce_baseline_k1,1.0,4,3.0,0.318182,1,5,3.5,1.118,0.0,0.0,1,12,1.0,0.325857,-1.328749475911669,0.541523,0.003283,True,,0.8372,62,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_0,bipartite,12,21,pce_baseline_k2,2.0,3,4.0,0.318182,1,5,3.5,1.118,0.0,0.0,1,12,1.0,0.325857,-4.384238694486992,0.637007,0.011612,True,,0.5896,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_0,bipartite,12,21,llm_pce,2.0,6,2.0,0.318182,1,5,3.5,1.118,0.0,0.0,1,12,1.0,0.325857,0.433824990199442,0.489671,0.000897,True,,,42,8,8,8,48,72,0.1111,0.1111,0.1111,2.0,2,12,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and degree, making k=2 suitable for efficient encoding while avoiding barren plateaus."
bipartite_12_1,bipartite,12,14,baseline_qaoa,,12,1.0,0.212121,0,4,2.3333,1.1785,0.0,0.0,2,11,0.916667,0.0,-2.877112808240162,0.602754,0.006968,True,,0.4206,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_1,bipartite,12,14,pce_baseline_k1,1.0,4,3.0,0.212121,0,4,2.3333,1.1785,0.0,0.0,2,11,0.916667,0.0,-0.8313769992820709,0.529692,0.002894,True,,0.5825,42,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_1,bipartite,12,14,pce_baseline_k2,2.0,3,4.0,0.212121,0,4,2.3333,1.1785,0.0,0.0,2,11,0.916667,0.0,-1.7446580332204884,0.562309,0.004062,True,,0.4816,44,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_1,bipartite,12,14,llm_pce,2.0,6,2.0,0.212121,0,4,2.3333,1.1785,0.0,0.0,2,11,0.916667,0.0,-2.3215984247448156,0.582914,0.013703,True,,,33,7,9,8,48,72,0.0972,0.125,0.1111,2.0,2,12,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and small size, making k=2 sufficient for efficient encoding while avoiding barren plateaus."
bipartite_12_2,bipartite,12,23,baseline_qaoa,,12,1.0,0.348485,2,6,3.8333,1.3437,0.0,0.0,1,12,1.0,0.369631,-4.816943133375574,0.604716,0.01198,True,,0.5967,35,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_2,bipartite,12,23,pce_baseline_k1,1.0,4,3.0,0.348485,2,6,3.8333,1.3437,0.0,0.0,1,12,1.0,0.369631,-1.6124091156162328,0.535052,0.007079,True,,0.9648,69,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_2,bipartite,12,23,pce_baseline_k2,2.0,3,4.0,0.348485,2,6,3.8333,1.3437,0.0,0.0,1,12,1.0,0.369631,-1.5885449973633325,0.534534,0.002861,True,,0.7254,66,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_2,bipartite,12,23,llm_pce,2.0,6,2.0,0.348485,2,6,3.8333,1.3437,0.0,0.0,1,12,1.0,0.369631,-0.8271990173093685,0.517983,0.003145,True,,,48,10,7,7,48,72,0.1389,0.0972,0.0972,2.0,2,12,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The graph is bipartite with moderate density and average degree. Using k=2 allows efficient compression while maintaining diversity in Pauli assignments.
bipartite_12_3,bipartite,12,17,baseline_qaoa,,12,1.0,0.257576,1,4,2.8333,0.986,0.0,0.0,1,12,1.0,0.230724,-4.653314725681013,0.636862,0.004256,True,,0.5973,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_3,bipartite,12,17,pce_baseline_k1,1.0,4,3.0,0.257576,1,4,2.8333,0.986,0.0,0.0,1,12,1.0,0.230724,-0.16543036159901753,0.504866,0.001173,True,,0.8001,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_3,bipartite,12,17,pce_baseline_k2,2.0,3,4.0,0.257576,1,4,2.8333,0.986,0.0,0.0,1,12,1.0,0.230724,-2.8874851691808976,0.584926,0.004106,True,,0.7753,73,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_3,bipartite,12,17,llm_pce,2.0,6,2.0,0.257576,1,4,2.8333,0.986,0.0,0.0,1,12,1.0,0.230724,0.9472341655334973,0.47214,0.002526,True,,,34,8,8,8,48,72,0.1111,0.1111,0.1111,2.0,2,12,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and average degree, making k=2 suitable for efficient encoding while avoiding barren plateaus."
bipartite_12_4,bipartite,12,16,baseline_qaoa,,12,1.0,0.242424,1,5,2.6667,1.3123,0.0,0.0,1,12,1.0,0.369065,-2.4932250565259526,0.577913,0.002795,True,,0.5248,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_4,bipartite,12,16,pce_baseline_k1,1.0,4,3.0,0.242424,1,5,2.6667,1.3123,0.0,0.0,1,12,1.0,0.369065,-1.328749475911669,0.541523,0.003283,True,,1.0045,62,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_4,bipartite,12,16,pce_baseline_k2,2.0,3,4.0,0.242424,1,5,2.6667,1.3123,0.0,0.0,1,12,1.0,0.369065,-4.384238694486992,0.637007,0.011612,True,,0.5054,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_12_4,bipartite,12,16,llm_pce,2.0,6,2.0,0.242424,1,5,2.6667,1.3123,0.0,0.0,1,12,1.0,0.369065,-0.5852082118203888,0.518288,0.003013,True,,,40,13,7,7,45,72,0.1806,0.0972,0.0972,2.25,3,12,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and average degree, making k=2 suitable for efficient encoding without significant gradient risk."
bipartite_16_0,bipartite,16,39,baseline_qaoa,,16,1.0,0.325,3,7,4.875,1.1659,0.0,0.0,1,16,1.0,0.509938,-6.284853784954186,0.58729,0.018596,True,,20.5596,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_0,bipartite,16,39,pce_baseline_k1,1.0,6,2.67,0.325,3,7,4.875,1.1659,0.0,0.0,1,16,1.0,0.509938,0.29067984380086487,0.495963,0.006135,True,,5.3912,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_0,bipartite,16,39,pce_baseline_k2,2.0,3,5.33,0.325,3,7,4.875,1.1659,0.0,0.0,1,16,1.0,0.509938,-3.210393295634317,0.544589,0.043475,False,,2.3518,200,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_0,bipartite,16,39,llm_pce,2.0,8,2.0,0.325,3,7,4.875,1.1659,0.0,0.0,1,16,1.0,0.509938,-1.9759848794595138,0.527444,0.013327,True,,,40,12,11,9,96,128,0.0938,0.0859,0.0703,2.0,2,16,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The graph is bipartite with moderate density and degree. Using k=2 allows efficient use of qubits while maintaining diversity in Pauli operators.
bipartite_16_1,bipartite,16,40,baseline_qaoa,,16,1.0,0.333333,2,8,5.0,1.6583,0.0,0.0,1,16,1.0,0.506965,-7.237153634203089,0.590464,0.014122,True,,24.7249,38,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_1,bipartite,16,40,pce_baseline_k1,1.0,6,2.67,0.333333,2,8,5.0,1.6583,0.0,0.0,1,16,1.0,0.506965,-2.6233961406204664,0.532792,0.012759,True,,8.3699,76,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_1,bipartite,16,40,pce_baseline_k2,2.0,3,5.33,0.333333,2,8,5.0,1.6583,0.0,0.0,1,16,1.0,0.506965,-2.8047533119790318,0.535059,0.022638,True,,0.9048,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_1,bipartite,16,40,llm_pce,2.0,8,2.0,0.333333,2,8,5.0,1.6583,0.0,0.0,1,16,1.0,0.506965,0.7055586693196438,0.491181,0.002786,True,,,38,12,10,10,96,128,0.0938,0.0781,0.0781,2.0,2,16,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and degree variability, making k=2 suitable for efficient qubit usage while avoiding barren plateaus."
bipartite_16_2,bipartite,16,16,baseline_qaoa,,16,1.0,0.133333,0,3,2.0,1.0,0.0,0.0,2,15,0.9375,0.0,-1.819553242033456,0.556861,0.003033,True,,11.4328,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_2,bipartite,16,16,pce_baseline_k1,1.0,6,2.67,0.133333,0,3,2.0,1.0,0.0,0.0,2,15,0.9375,0.0,-0.6734634497795113,0.521046,0.000658,True,,5.0885,51,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_2,bipartite,16,16,pce_baseline_k2,2.0,3,5.33,0.133333,0,3,2.0,1.0,0.0,0.0,2,15,0.9375,0.0,-1.5374469531255603,0.548045,0.004879,True,,0.5564,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_2,bipartite,16,16,llm_pce,1.0,6,2.67,0.133333,0,3,2.0,1.0,0.0,0.0,2,15,0.9375,0.0,-0.7763439674031481,0.524261,0.027698,True,,,181,6,6,4,80,96,0.0625,0.0625,0.0417,1.0,1,16,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and small size, making k=1 sufficient."
bipartite_16_3,bipartite,16,37,baseline_qaoa,,16,1.0,0.308333,3,7,4.625,1.1659,0.0,0.0,1,16,1.0,0.443437,-6.778238231318983,0.591598,0.013562,True,,19.188,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_3,bipartite,16,37,pce_baseline_k1,1.0,6,2.67,0.308333,3,7,4.625,1.1659,0.0,0.0,1,16,1.0,0.443437,-2.0381395047445574,0.527542,0.014308,True,,12.3075,115,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_3,bipartite,16,37,pce_baseline_k2,2.0,3,5.33,0.308333,3,7,4.625,1.1659,0.0,0.0,1,16,1.0,0.443437,-2.3292425964854253,0.531476,0.022736,True,,1.282,95,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_3,bipartite,16,37,llm_pce,2.0,8,2.0,0.308333,3,7,4.625,1.1659,0.0,0.0,1,16,1.0,0.443437,-1.5376555763361164,0.520779,0.028617,True,,,60,12,11,9,96,128,0.0938,0.0859,0.0703,2.0,2,16,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and degree, making k=2 suitable for efficient encoding without significant gradient risk."
bipartite_16_4,bipartite,16,36,baseline_qaoa,,16,1.0,0.3,3,6,4.5,1.0,0.0,0.0,1,16,1.0,0.44823,-6.284853784954186,0.58729,0.018596,True,,20.4315,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_4,bipartite,16,36,pce_baseline_k1,1.0,6,2.67,0.3,3,6,4.5,1.0,0.0,0.0,1,16,1.0,0.44823,0.29067984380086487,0.495963,0.006135,True,,5.5181,48,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_4,bipartite,16,36,pce_baseline_k2,2.0,3,5.33,0.3,3,6,4.5,1.0,0.0,0.0,1,16,1.0,0.44823,-3.210393295634317,0.544589,0.043475,False,,2.4072,200,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_16_4,bipartite,16,36,llm_pce,2.0,8,2.0,0.3,3,6,4.5,1.0,0.0,0.0,1,16,1.0,0.44823,-3.086460234364978,0.542868,0.046164,True,,,77,12,10,10,96,128,0.0938,0.0781,0.0781,2.0,2,16,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and low clustering, making it suitable for k=2 encoding."
bipartite_20_0,bipartite,20,38,baseline_qaoa,,20,1.0,0.2,2,7,3.8,1.3638,0.0,0.0,1,20,1.0,0.319703,-12.174472051553872,0.586961,0.061547,True,,294.0546,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_0,bipartite,20,38,pce_baseline_k1,1.0,7,2.86,0.2,2,7,3.8,1.3638,0.0,0.0,1,20,1.0,0.319703,-2.5346637862742494,0.518105,0.048267,True,,31.2218,113,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_0,bipartite,20,38,pce_baseline_k2,2.0,3,6.67,0.2,2,7,3.8,1.3638,0.0,0.0,1,20,1.0,0.319703,-4.303252959835667,0.530738,0.140206,True,,9.4701,104,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_0,bipartite,20,38,llm_pce,2.0,10,2.0,0.2,2,7,3.8,1.3638,0.0,0.0,1,20,1.0,0.319703,3.9165482306953256,0.472025,0.003813,True,,,40,14,14,12,160,200,0.07,0.07,0.06,2.0,2,20,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The graph is bipartite with moderate density and degree variability. Using k=2 allows efficient compression while maintaining diversity in Pauli operators.
bipartite_20_1,bipartite,20,63,baseline_qaoa,,20,1.0,0.331579,4,10,6.3,1.3077,0.0,0.0,1,20,1.0,0.561488,-11.524643762600554,0.591465,0.034431,True,,292.3212,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_1,bipartite,20,63,pce_baseline_k1,1.0,7,2.86,0.331579,4,10,6.3,1.3077,0.0,0.0,1,20,1.0,0.561488,-1.910384265883591,0.515162,0.028544,True,,29.6778,109,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_1,bipartite,20,63,pce_baseline_k2,2.0,3,6.67,0.331579,4,10,6.3,1.3077,0.0,0.0,1,20,1.0,0.561488,-5.936931756701815,0.547119,0.100589,True,,9.0281,121,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_1,bipartite,20,63,llm_pce,2.0,10,2.0,0.331579,4,10,6.3,1.3077,0.0,0.0,1,20,1.0,0.561488,2.5624579842327733,0.479663,0.00516,True,,,40,14,14,12,160,200,0.07,0.07,0.06,2.0,2,20,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The graph is bipartite with moderate density and degree. Using k=2 allows efficient compression while maintaining diversity in Pauli operators.
bipartite_20_2,bipartite,20,38,baseline_qaoa,,20,1.0,0.2,1,6,3.8,1.8601,0.0,0.0,1,20,1.0,0.366221,-3.7496035767753098,0.549337,0.009145,True,,185.2486,37,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_2,bipartite,20,38,pce_baseline_k1,1.0,7,2.86,0.2,1,6,3.8,1.8601,0.0,0.0,1,20,1.0,0.366221,-2.0173047510571043,0.526543,0.002538,True,,14.3161,46,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_2,bipartite,20,38,pce_baseline_k2,2.0,3,6.67,0.2,1,6,3.8,1.8601,0.0,0.0,1,20,1.0,0.366221,-2.7626332510406755,0.53635,0.045097,True,,4.9997,50,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_2,bipartite,20,38,llm_pce,2.0,10,2.0,0.2,1,6,3.8,1.8601,0.0,0.0,1,20,1.0,0.366221,-0.00662523544037566,0.500087,0.003011,True,,,39,15,14,11,160,200,0.075,0.07,0.055,2.0,2,20,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and degree variability, making k=2 a suitable choice for balancing qubit efficiency and training complexity."
bipartite_20_3,bipartite,20,63,baseline_qaoa,,20,1.0,0.331579,4,9,6.3,1.4866,0.0,0.0,1,20,1.0,0.581425,-10.553343928588864,0.583757,0.050125,True,,280.9996,38,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_3,bipartite,20,63,pce_baseline_k1,1.0,7,2.86,0.331579,4,9,6.3,1.4866,0.0,0.0,1,20,1.0,0.581425,-2.627359983913705,0.520852,0.029995,True,,25.2072,85,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_3,bipartite,20,63,pce_baseline_k2,2.0,3,6.67,0.331579,4,9,6.3,1.4866,0.0,0.0,1,20,1.0,0.581425,-5.152007160079256,0.540889,0.057623,True,,8.2244,56,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_3,bipartite,20,63,llm_pce,2.0,10,2.0,0.331579,4,9,6.3,1.4866,0.0,0.0,1,20,1.0,0.581425,2.768047917326098,0.478031,0.005331,True,,,42,14,14,12,160,200,0.07,0.07,0.06,2.0,2,20,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and average degree, making k=2 a suitable choice for efficient compression while avoiding potential barren plateaus."
bipartite_20_4,bipartite,20,70,baseline_qaoa,,20,1.0,0.368421,4,9,7.0,1.3416,0.0,0.0,1,20,1.0,0.615274,-12.17447205155515,0.586961,0.061547,True,,326.9698,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_4,bipartite,20,70,pce_baseline_k1,1.0,7,2.86,0.368421,4,9,7.0,1.3416,0.0,0.0,1,20,1.0,0.615274,-2.5346637862742494,0.518105,0.048267,True,,31.3391,113,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_4,bipartite,20,70,pce_baseline_k2,2.0,3,6.67,0.368421,4,9,7.0,1.3416,0.0,0.0,1,20,1.0,0.615274,-4.303252959835667,0.530738,0.140206,True,,9.3066,104,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_20_4,bipartite,20,70,llm_pce,2.0,10,2.0,0.368421,4,9,7.0,1.3416,0.0,0.0,1,20,1.0,0.615274,0.3100615363332155,0.497785,0.009969,True,,,33,14,14,12,160,200,0.07,0.07,0.06,2.0,2,20,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The bipartite graph with moderate density and degree suggests k=2 is sufficient to capture correlations without excessive training complexity.
bipartite_8_0,bipartite,8,11,baseline_qaoa,,8,1.0,0.392857,2,4,2.75,0.8292,0.0,0.0,1,8,1.0,0.459706,-3.206616817337647,0.645755,0.00442,True,,0.2817,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_0,bipartite,8,11,pce_baseline_k1,1.0,3,2.67,0.392857,2,4,2.75,0.8292,0.0,0.0,1,8,1.0,0.459706,-1.8180978874682294,0.575754,0.002758,True,,0.5778,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_0,bipartite,8,11,pce_baseline_k2,2.0,2,4.0,0.392857,2,4,2.75,0.8292,0.0,0.0,1,8,1.0,0.459706,-2.0780505874674517,0.586585,0.015217,True,,0.4043,38,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_0,bipartite,8,11,llm_pce,2.0,4,2.0,0.392857,2,4,2.75,0.8292,0.0,0.0,1,8,1.0,0.459706,-2.7714653776275937,0.625976,0.016076,True,,,41,6,6,4,16,32,0.1875,0.1875,0.125,2.0,2,8,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with moderate density and low average degree, making it suitable for k=2 encoding without significant gradient risk."
bipartite_8_1,bipartite,8,6,baseline_qaoa,,8,1.0,0.214286,0,2,1.5,0.7071,0.0,0.0,2,7,0.875,0.0,-2.1120521492768836,0.676004,0.004475,True,,0.15,34,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_1,bipartite,8,6,pce_baseline_k1,1.0,3,2.67,0.214286,0,2,1.5,0.7071,0.0,0.0,2,7,0.875,0.0,-0.999999986485337,0.583333,0.000517,True,,0.6892,73,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_1,bipartite,8,6,pce_baseline_k2,2.0,2,4.0,0.214286,0,2,1.5,0.7071,0.0,0.0,2,7,0.875,0.0,-0.9999999596022011,0.583333,0.001132,True,,0.397,45,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_1,bipartite,8,6,llm_pce,1.0,4,2.0,0.214286,0,2,1.5,0.7071,0.0,0.0,2,7,0.875,0.0,-0.8740546255025279,0.572838,0.000482,True,,,37,4,4,0,24,32,0.125,0.125,0.0,1.0,1,8,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and small size, making k=1 sufficient."
bipartite_8_2,bipartite,8,10,baseline_qaoa,,8,1.0,0.357143,1,4,2.5,1.0,0.0,0.0,1,8,1.0,0.42265,-2.1657801410592055,0.608289,0.001531,True,,0.2019,37,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_2,bipartite,8,10,pce_baseline_k1,1.0,3,2.67,0.357143,1,4,2.5,1.0,0.0,0.0,1,8,1.0,0.42265,-1.6795543564747617,0.583978,0.001295,True,,0.3594,32,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_2,bipartite,8,10,pce_baseline_k2,2.0,2,4.0,0.357143,1,4,2.5,1.0,0.0,0.0,1,8,1.0,0.42265,-2.2360677975394516,0.611803,0.00364,True,,0.3746,39,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_2,bipartite,8,10,llm_pce,2.0,4,2.0,0.357143,1,4,2.5,1.0,0.0,0.0,1,8,1.0,0.42265,-0.42016413299471844,0.521008,0.000703,True,,,47,6,6,4,16,32,0.1875,0.1875,0.125,2.0,2,8,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and average degree, making k=2 suitable for efficient encoding without significant gradient risk."
bipartite_8_3,bipartite,8,10,baseline_qaoa,,8,1.0,0.357143,2,4,2.5,0.7071,0.0,0.0,1,8,1.0,0.354503,-3.505825249763151,0.675291,0.002984,True,,0.2269,40,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_3,bipartite,8,10,pce_baseline_k1,1.0,3,2.67,0.357143,2,4,2.5,0.7071,0.0,0.0,1,8,1.0,0.354503,-1.3842058765584038,0.56921,0.580817,False,,2.1327,200,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_3,bipartite,8,10,pce_baseline_k2,2.0,2,4.0,0.357143,2,4,2.5,0.7071,0.0,0.0,1,8,1.0,0.354503,-2.82409040895055,0.641205,0.005037,True,,0.4276,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_3,bipartite,8,10,llm_pce,2.0,4,2.0,0.357143,2,4,2.5,0.7071,0.0,0.0,1,8,1.0,0.354503,-0.999999955749648,0.55,0.000963,True,,,62,6,6,4,16,32,0.1875,0.1875,0.125,2.0,2,8,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,"The graph is bipartite with low density and average degree, making k=2 sufficient for efficient encoding while avoiding barren plateaus."
bipartite_8_4,bipartite,8,12,baseline_qaoa,,8,1.0,0.428571,2,4,3.0,0.866,0.0,0.0,1,8,1.0,0.591752,-3.7556516362032815,0.656485,0.0053,True,,0.259,42,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_4,bipartite,8,12,pce_baseline_k1,1.0,3,2.67,0.428571,2,4,3.0,0.866,0.0,0.0,1,8,1.0,0.591752,-1.8180978874682294,0.575754,0.002758,True,,0.5666,52,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_4,bipartite,8,12,pce_baseline_k2,2.0,2,4.0,0.428571,2,4,3.0,0.866,0.0,0.0,1,8,1.0,0.591752,-2.0780505874674517,0.586585,0.015217,True,,0.3637,38,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
bipartite_8_4,bipartite,8,12,llm_pce,2.0,4,2.0,0.428571,2,4,3.0,0.866,0.0,0.0,1,8,1.0,0.591752,-2.5261310976633062,0.605255,0.002205,True,,,41,6,6,4,16,32,0.1875,0.1875,0.125,2.0,2,8,low_order_sufficient,Qwen/Qwen2.5-32B-Instruct,The bipartite graph with moderate density and low average degree suggests that k=2 is sufficient to capture the structure without excessive complexity.
community_12_0,community,12,28,baseline_qaoa,,12,1.0,0.424242,4,6,4.6667,0.8498,0.525,0.504673,1,12,1.0,0.264592,-3.4812050796319087,0.749553,0.005265,True,,0.6806,37,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
community_12_0,community,12,28,pce_baseline_k1,1.0,4,3.0,0.424242,4,6,4.6667,0.8498,0.525,0.504673,1,12,1.0,0.264592,-2.1926274503666074,0.768227,0.02484,True,,1.0133,73,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,,
